id,Title,Author,Date,Volume,Pages,DOI,SCOPUS_ID
1,Decision Support System for Urban Road Safety: A Comparison Between Two Different City Size,Pinna M.,2026-01-01,15889 LNCS,54-71,10.1007/978-3-031-97603-2_4,SCOPUS_ID:105011051121
2,Mapping Risk Factors to Build Inclusive Roads: A Systematic Diagnosis for Enhancing Vulnerable Users and Persons with Reduced Mobility Safety,Maestroni D.,2026-01-01,15898 LNCS,87-104,10.1007/978-3-031-97657-5_6,SCOPUS_ID:105010822127
3,Spatiotemporal and behavioural correlates of cycling near misses: evidence from helmet-mounted video data,Christie N.,2026-01-01,224,,10.1016/j.aap.2025.108272,SCOPUS_ID:105021857046
4,A systematic review on GIS-based road traffic accidents analysis and road safety audit,Endashaw D.K.,2025-12-01,5,,10.1007/s43762-025-00221-w,SCOPUS_ID:105019196309
5,Determining the Spatial and Temporal Distribution of Traffic Accidents Using GIS-based Data in Tabriz,Dianat I.,2025-12-01,20,219-232,10.18502/ijre.v20i4.18869,SCOPUS_ID:105013972142
6,"Spatiotemporal modeling and mapping of traffic crashes using R programming and GIS: a case study of Bole sub city, Addis Ababa, Ethiopia",Haile M.N.,2025-12-01,15,,10.1038/s41598-025-19651-x,SCOPUS_ID:105019737994
7,How does the built environment affect driver behaviours? A methodological framework for large-scale analysis that combines Onboard Diagnostic and Geographical Data to promote Road Safety,Nicolosi V.,2025-12-01,22,,10.1016/j.treng.2025.100384,SCOPUS_ID:105014726641
8,Integrating climatic projections and geographical variables to predict road accident risks based on insights from the Khorramabad pole Zal axis under RCP scenarios,Moridi V.,2025-12-01,3,,10.1007/s44274-025-00417-1,SCOPUS_ID:105022444888
9,Analyzing pocket park locations and pedestrian accident rates using Generative Adversarial Networks,Li Y.,2025-12-01,167,,10.1016/j.cities.2025.106341,SCOPUS_ID:105013359620
10,"Evaluating the impact of meteorological parameters on road accidents using spatial analysis: a case study of Semnan province, Iran",Ghazvinian H.,2025-10-01,33,,10.1007/s41324-025-00645-w,SCOPUS_ID:105014717089
11,Analysis of Spatial and Environmental Factors Beyond Speed Limits Affecting Drivers’ Speed Choice,Baek J.,2025-10-01,17,,10.3390/su17209097,SCOPUS_ID:105020163704
12,A data-driven spatial decision framework for assessing the relationship between logistics activities and heavy vehicle accident risks,Kaya Ö.,2025-10-01,62,,10.1016/j.rtbm.2025.101440,SCOPUS_ID:105007877774
13,Early Response Framework for Accident Detection and Prevention Through Multi-Zone Fog-Cloud Collaboration for Safety-Critical Applications,Mishra M.,2025-09-01,55,1616-1634,10.1002/spe.3439,SCOPUS_ID:105009810872
14,"Evaluation of indicators of aging-friendly urban indicators in 8 districts of Ahwaz metropolitan, southwest Iran",Asadollahi A.,2025-09-01,7,,10.1007/s42452-025-07514-z,SCOPUS_ID:105014622949
15,Deep Learning-Driven Pothole Dimension Analysis for Prioritizing Road Maintenance: A Comprehensive Framework,Bhosale S.B.,2025-08-07,,1-16,10.4018/979-8-3373-6335-6.ch001,SCOPUS_ID:105017839516
16,Spatial distribution and cluster analysis of road traffic accidents in Nepal,Mahato R.K.,2025-08-01,20,,10.1371/journal.pone.0331333,SCOPUS_ID:105014389867
17,The Settlement Ratio and Settled Area: Novel Indicators for Analyzing Land Use in Relation to Road Network Functions and Performance,Del Serrone G.,2025-08-01,6,,10.3390/eng6080188,SCOPUS_ID:105014353657
18,Introduction to special issue —Emerging applications of road incidents and driver behaviour data analysis in road safety modelling and evaluation,Mehran B.,2025-08-01,52,1488-1489,10.1139/cjce-2025-0204,SCOPUS_ID:105012894290
19,Forecasting spatiotemporal trends of road accidents injuries and fatalities using spatio-temporal cube models: a case study in Iran,Mousavi B.S.,2025-08-01,33,,10.1007/s41324-025-00630-3,SCOPUS_ID:105008971821
20,A Multimodal Artificial Intelligence Framework for Intelligent Geospatial Data Validation and Correction,Skaug L.,2025-08-01,10,,10.3390/inventions10040059,SCOPUS_ID:105015414876
21,A ships encounter sector analysis approach for intelligent navigation safety,Liu Z.,2025-07-30,333,,10.1016/j.oceaneng.2025.121307,SCOPUS_ID:105004822459
22,Optimising Cyclist Road-Safety Scenarios Through Angle-of-View Analysis Using Buffer and GIS Mapping Techniques,Yaghoobloo Z.,2025-07-01,10,,10.3390/infrastructures10070184,SCOPUS_ID:105011635939
23,A critical assessment of the role of mapping in Ohio Safe Routes to School travel plans,Mapes J.,2025-07-01,180,,10.1016/j.apgeog.2025.103670,SCOPUS_ID:105006704809
24,"Mapping and quantifying near-miss events involving vehicles and vulnerable road users in Reno and Sparks, Nevada",Kelley S.,2025-07-01,32,,10.1016/j.trip.2025.101514,SCOPUS_ID:105009484492
25,Predictive Models and GIS for Road Safety: Application to a Segment of the Chone–Flavio Alfaro Road,Moreno-Ponce L.A.,2025-06-01,17,,10.3390/su17115032,SCOPUS_ID:105007791888
26,A GIS-MCDA spatial classification model to support group decision-making in traffic crash risk management,de Albuquerque Damasceno M.A.,2025-06-01,20,,10.1016/j.cstp.2025.101450,SCOPUS_ID:105002569999
27,"GIS-based analysis of spatio-temporal clustering of road traffic accidents in Bangkok Metropolitan Region (BMR), Thailand from 2012 to 2021",Iamtrakul P.,2025-05-01,31,,10.1016/j.trip.2025.101489,SCOPUS_ID:105007758277
28,The Role of Intelligent Transport Systems and Smart Technologies in Urban Traffic Management in Polish Smart Cities,Puzio E.,2025-05-01,18,,10.3390/en18102580,SCOPUS_ID:105006693202
29,Crash localization and traffic impact assessment via spatio-temporal analysis of connected vehicle data,Querfurth L.,2025-05-01,214,,10.1016/j.aap.2025.107956,SCOPUS_ID:85217931008
30,Spatio–temporal analysis of traffic crash hotspots- an application of GIS-based technique in road safety,Choudhary A.,2025-03-01,17,129-146,10.1007/s12518-025-00615-9,SCOPUS_ID:105001075373
31,Riding safety Evaluation of food delivery motor scooters based on Associating Sensor-based riding behavior and road traffic characteristics,Gu Y.,2025-03-01,211,,10.1016/j.aap.2024.107871,SCOPUS_ID:85211112764
32,A Novel Methodology for Planning Urban Road Safety Interventions,Toraldo E.,2025-02-01,15,,10.3390/app15041993,SCOPUS_ID:85218625306
33,Influence of road environmental factors on traffic accidents involving vulnerable road users through negative binomial models,Chen Y.,2025-02-01,20,,10.1371/journal.pone.0317601,SCOPUS_ID:85217764710
